CustomerID,Age,Gender,Income,Location,DeviceType,PreferredCategory,PastClicks,PastPurchases,CustomerLifetimeValue,OpenRate,ClickThroughRate,PreviousResponse,Channel,CampaignType,CampaignText,DayOfWeek,TimeOfDay,Response
1301,19,Male,32342,Suburban,Desktop,Electronics,6,8,918.46,0.35,0.29,1,SMS,New Product Launch,Don’t miss out on this deal,Wed,Morning,0
1302,20,Female,56417,Urban,Mobile,Health & Beauty,9,6,3781.64,0.92,0.16,3,SMS,Discount,Summer collection now available,Tue,Night,1
1303,40,Male,96514,Urban,Tablet,Fashion,9,8,1328.5,0.06,0.34,4,Push,Discount,Reward points doubled for this week only,Sat,Night,1
1304,29,Male,72249,Urban,Desktop,Electronics,12,3,4181.29,0.97,0.21,2,Social,Discount,Hurry! Flash sale ends tonight,Tue,Evening,1
1305,37,Male,72664,Suburban,Desktop,Groceries,6,6,573.38,0.85,0.1,4,SMS,Flash Sale,Summer collection now available,Wed,Afternoon,1
1306,22,Female,123164,Suburban,Tablet,Travel,18,1,2241.89,0.2,0.83,3,Web Ads,Loyalty Reward,Special discount just for you,Tue,Afternoon,1
1307,54,Male,127716,Rural,Tablet,Travel,0,5,3020.74,0.71,0.21,1,Push,Loyalty Reward,New arrivals in your favorite style,Mon,Evening,1
1308,55,Male,28833,Rural,Mobile,Health & Beauty,14,1,4277.26,0.09,0.36,3,Email,New Product Launch,Upgrade your lifestyle with our new product,Tue,Afternoon,0
1309,47,Female,80658,Urban,Mobile,Travel,13,9,4297.96,0.16,0.0,1,Email,Loyalty Reward,Special discount just for you,Tue,Night,1
1310,26,Male,132439,Urban,Mobile,Health & Beauty,12,2,1003.04,0.49,0.77,4,Email,Discount,Summer collection now available,Sat,Night,1
1311,51,Female,119027,Rural,Tablet,Fashion,6,0,4838.88,0.4,0.46,3,Email,New Product Launch,Trending now: Shop the latest collection,Mon,Morning,1
1312,61,Male,148189,Urban,Desktop,Fashion,11,6,3228.91,0.82,0.86,3,Web Ads,New Product Launch,Reward points doubled for this week only,Fri,Night,1
1313,52,Female,49473,Rural,Desktop,Groceries,7,1,3327.99,0.94,0.05,3,SMS,New Product Launch,Hurry! Flash sale ends tonight,Sat,Night,0
1314,39,Male,20737,Suburban,Tablet,Fashion,14,2,4456.07,0.94,0.16,2,Email,Discount,Mega sale: Save big this weekend,Mon,Afternoon,1
1315,61,Male,114965,Urban,Mobile,Health & Beauty,16,0,1669.45,0.15,0.26,0,Web Ads,Discount,Reward points doubled for this week only,Thu,Evening,0
1316,41,Female,66647,Urban,Desktop,Travel,11,2,2134.57,0.69,0.89,2,Push,New Product Launch,Limited time offer: 20% off today!,Sun,Evening,1
1317,34,Male,84054,Rural,Desktop,Fashion,12,3,4926.44,0.57,0.35,4,Web Ads,New Product Launch,Mega sale: Save big this weekend,Thu,Morning,1
1318,27,Female,21299,Suburban,Mobile,Fashion,7,6,181.04,0.37,0.19,1,Push,Flash Sale,Limited time offer: 20% off today!,Mon,Morning,1
1319,47,Male,83281,Urban,Desktop,Health & Beauty,9,5,4349.08,0.99,0.8,4,SMS,Loyalty Reward,Exclusive deal: Free shipping now,Tue,Afternoon,1
1320,63,Female,138168,Urban,Mobile,Fashion,6,0,4228.28,0.46,0.3,3,Email,Discount,Upgrade your lifestyle with our new product,Mon,Evening,1
1321,40,Male,85875,Rural,Desktop,Travel,1,3,1385.82,0.67,0.35,0,Social,Loyalty Reward,Limited time offer: 20% off today!,Tue,Night,0
1322,49,Male,52920,Suburban,Desktop,Travel,15,8,4126.3,0.5,0.65,3,Push,Flash Sale,New arrivals in your favorite style,Tue,Morning,1
1323,34,Male,74836,Rural,Desktop,Travel,3,2,1718.19,0.1,0.38,2,Social,Discount,Reward points doubled for this week only,Thu,Evening,0
1324,34,Female,62381,Suburban,Mobile,Travel,5,5,3181.99,0.14,0.02,1,Web Ads,Discount,Summer collection now available,Thu,Evening,1
1325,31,Female,132059,Suburban,Desktop,Electronics,6,1,2289.7,0.75,0.99,4,Web Ads,New Product Launch,Trending now: Shop the latest collection,Fri,Afternoon,1
1326,26,Female,134286,Rural,Desktop,Travel,18,4,596.51,0.8,0.24,2,Social,Discount,Trending now: Shop the latest collection,Sun,Afternoon,1
1327,57,Female,104971,Rural,Desktop,Electronics,3,8,4487.26,0.36,0.24,0,SMS,New Product Launch,Reward points doubled for this week only,Sun,Night,1
1328,19,Female,118730,Suburban,Tablet,Travel,9,1,2771.77,0.07,0.13,2,Email,New Product Launch,Mega sale: Save big this weekend,Thu,Morning,1
1329,62,Male,76298,Rural,Desktop,Travel,3,2,2460.87,0.96,0.16,2,Web Ads,Loyalty Reward,Summer collection now available,Mon,Afternoon,0
1330,42,Male,44509,Urban,Desktop,Health & Beauty,19,1,4409.54,0.5,0.5,0,Social,New Product Launch,Mega sale: Save big this weekend,Thu,Evening,1
1331,56,Male,146438,Urban,Mobile,Travel,4,1,1707.3,0.13,0.94,4,Social,Flash Sale,Special discount just for you,Tue,Night,1
1332,26,Male,141035,Urban,Mobile,Fashion,13,5,2894.68,0.2,0.7,1,Push,New Product Launch,Don’t miss out on this deal,Tue,Morning,1
1333,39,Male,62095,Urban,Tablet,Travel,10,5,4423.15,0.05,0.66,2,Social,Loyalty Reward,Upgrade your lifestyle with our new product,Wed,Night,1
1334,60,Female,71524,Urban,Mobile,Groceries,1,4,1780.12,0.71,0.36,3,Social,Flash Sale,Summer collection now available,Mon,Night,0
1335,63,Male,142814,Rural,Mobile,Health & Beauty,8,1,3988.32,0.7,0.81,4,Push,Discount,Your loyalty reward: 15% extra off,Fri,Night,1
1336,21,Female,129825,Suburban,Mobile,Health & Beauty,11,0,2620.42,0.6,0.47,4,Push,Discount,Limited time offer: 20% off today!,Sat,Afternoon,1
1337,43,Male,135637,Rural,Tablet,Travel,0,2,873.06,0.55,0.46,0,Web Ads,Flash Sale,Hurry! Flash sale ends tonight,Sat,Morning,0
1338,46,Female,142383,Urban,Tablet,Groceries,14,2,298.9,0.38,0.99,4,SMS,Discount,"Buy one, get one free on select items",Sun,Evening,1
1339,62,Female,149974,Urban,Desktop,Travel,5,8,3660.95,0.95,0.61,3,Web Ads,New Product Launch,Hurry! Flash sale ends tonight,Fri,Night,1
1340,51,Female,86909,Rural,Desktop,Fashion,16,3,1383.19,0.8,0.87,4,SMS,Discount,Exclusive deal: Free shipping now,Sat,Night,1
1341,40,Male,149006,Rural,Mobile,Health & Beauty,14,8,4097.07,0.91,0.52,1,Email,Loyalty Reward,Exclusive deal: Free shipping now,Thu,Night,1
1342,54,Male,92618,Suburban,Desktop,Health & Beauty,13,0,1025.75,0.31,0.16,0,Push,Discount,Reward points doubled for this week only,Wed,Afternoon,0
1343,28,Male,45532,Urban,Desktop,Groceries,18,2,2882.5,0.98,0.99,3,Web Ads,Flash Sale,Exclusive deal: Free shipping now,Sat,Afternoon,1
1344,23,Male,128197,Rural,Tablet,Electronics,8,0,558.0,0.17,0.66,1,Push,Flash Sale,Mega sale: Save big this weekend,Thu,Afternoon,1
1345,35,Female,80285,Suburban,Tablet,Groceries,2,5,3705.26,0.06,0.15,0,Push,Flash Sale,Special discount just for you,Thu,Morning,1
1346,38,Female,38866,Urban,Desktop,Fashion,14,0,3851.94,0.32,0.74,0,SMS,Flash Sale,Exclusive early access for premium customers,Fri,Morning,0
1347,59,Female,27593,Urban,Desktop,Groceries,16,1,4591.08,0.2,0.44,1,Social,Flash Sale,Reward points doubled for this week only,Sun,Night,1
1348,53,Female,29495,Urban,Desktop,Electronics,1,8,2850.66,0.52,0.82,4,Social,Flash Sale,Exclusive deal: Free shipping now,Tue,Night,1
1349,58,Male,135058,Rural,Mobile,Fashion,3,0,621.56,0.35,0.28,3,Push,Flash Sale,Your loyalty reward: 15% extra off,Sun,Night,0
1350,55,Female,27837,Urban,Tablet,Fashion,13,3,4156.05,0.17,0.94,3,Web Ads,Flash Sale,Exclusive deal: Free shipping now,Sat,Afternoon,1
1351,51,Male,96708,Urban,Desktop,Electronics,10,5,1638.08,0.84,0.3,2,Web Ads,New Product Launch,Reward points doubled for this week only,Wed,Night,1
1352,34,Female,38680,Suburban,Desktop,Travel,11,1,4508.01,0.51,1.0,2,SMS,Loyalty Reward,Mega sale: Save big this weekend,Sun,Evening,0
1353,54,Female,141722,Rural,Mobile,Groceries,15,0,4891.39,0.11,0.7,0,Email,Loyalty Reward,Limited time offer: 20% off today!,Wed,Night,1
1354,42,Female,75476,Suburban,Tablet,Fashion,11,3,749.19,0.08,0.97,2,Web Ads,Flash Sale,"Buy one, get one free on select items",Mon,Afternoon,1
1355,55,Male,147678,Rural,Mobile,Groceries,1,2,506.5,0.38,0.72,3,Email,New Product Launch,Winter clearance sale starts today,Fri,Morning,0
1356,29,Male,141830,Urban,Mobile,Electronics,6,6,4498.26,0.91,0.75,3,Push,New Product Launch,"Buy one, get one free on select items",Fri,Evening,1
1357,40,Female,50346,Suburban,Desktop,Health & Beauty,2,6,4504.49,0.51,0.12,2,SMS,Discount,Special discount just for you,Wed,Afternoon,1
1358,59,Female,128621,Rural,Mobile,Electronics,2,9,2967.47,0.14,0.02,2,SMS,Flash Sale,Mega sale: Save big this weekend,Thu,Morning,1
1359,39,Female,145846,Rural,Mobile,Groceries,12,6,4451.79,0.25,0.09,0,Push,New Product Launch,Upgrade your lifestyle with our new product,Mon,Morning,1
1360,38,Male,43412,Urban,Desktop,Fashion,6,8,4659.56,0.05,0.44,3,Push,New Product Launch,Don’t miss out on this deal,Wed,Night,1
1361,44,Male,108399,Urban,Tablet,Groceries,4,8,2821.41,0.83,0.4,4,Email,Flash Sale,Exclusive early access for premium customers,Mon,Evening,1
1362,48,Male,138833,Suburban,Desktop,Health & Beauty,4,3,3463.99,0.95,0.18,3,Web Ads,Flash Sale,Trending now: Shop the latest collection,Wed,Night,1
1363,23,Female,50804,Suburban,Tablet,Fashion,19,8,3106.51,0.08,0.04,0,Web Ads,Loyalty Reward,Exclusive early access for premium customers,Thu,Night,1
1364,44,Male,85206,Rural,Mobile,Health & Beauty,5,6,955.54,0.17,0.69,1,Social,Discount,Winter clearance sale starts today,Sat,Night,1
1365,57,Female,30934,Suburban,Mobile,Travel,12,5,2237.56,0.17,0.2,2,Email,Discount,Exclusive deal: Free shipping now,Mon,Afternoon,1
1366,51,Male,50723,Urban,Desktop,Electronics,6,8,3438.78,0.8,0.98,1,SMS,Loyalty Reward,New arrivals in your favorite style,Tue,Afternoon,1
1367,29,Female,147968,Suburban,Desktop,Travel,1,3,3090.32,0.84,0.1,2,Email,Loyalty Reward,Trending now: Shop the latest collection,Thu,Afternoon,1
1368,62,Female,40405,Suburban,Desktop,Groceries,8,0,1153.98,0.42,0.36,2,Email,Loyalty Reward,Upgrade your lifestyle with our new product,Fri,Night,0
1369,24,Male,38748,Rural,Mobile,Travel,18,5,4557.82,0.97,0.48,4,Push,Discount,Reward points doubled for this week only,Tue,Night,1
1370,27,Female,90766,Urban,Mobile,Electronics,1,0,3941.93,0.26,0.22,4,Push,New Product Launch,Special discount just for you,Mon,Night,1
1371,62,Female,66413,Rural,Tablet,Fashion,12,9,435.44,0.53,0.5,2,Push,Flash Sale,"Buy one, get one free on select items",Tue,Afternoon,1
1372,34,Female,42354,Urban,Desktop,Health & Beauty,7,8,1785.98,1.0,0.12,3,Push,Flash Sale,Hurry! Flash sale ends tonight,Mon,Afternoon,1
1373,43,Male,94490,Urban,Mobile,Fashion,15,4,4978.14,0.83,0.0,0,Push,Discount,Limited time offer: 20% off today!,Thu,Night,1
1374,38,Female,141988,Rural,Tablet,Travel,0,1,2010.07,0.49,0.7,0,Email,Discount,Reward points doubled for this week only,Sun,Morning,0
1375,45,Male,108675,Suburban,Desktop,Groceries,10,7,3350.81,0.11,0.83,2,Push,Flash Sale,Trending now: Shop the latest collection,Fri,Morning,1
1376,63,Male,130558,Rural,Desktop,Travel,7,9,593.32,0.9,0.57,0,Web Ads,Flash Sale,Upgrade your lifestyle with our new product,Mon,Morning,1
1377,19,Female,37388,Suburban,Tablet,Electronics,19,5,1623.53,0.54,0.23,0,Web Ads,Discount,Summer collection now available,Sun,Afternoon,1
1378,60,Male,125361,Rural,Tablet,Electronics,0,2,4422.06,0.31,0.39,3,Social,New Product Launch,Winter clearance sale starts today,Sat,Afternoon,0
1379,18,Female,56523,Rural,Tablet,Groceries,6,1,2601.64,0.45,0.63,3,Web Ads,Loyalty Reward,Hurry! Flash sale ends tonight,Mon,Evening,0
1380,53,Male,121150,Suburban,Mobile,Fashion,8,9,4143.05,0.31,0.03,2,Social,Loyalty Reward,Your loyalty reward: 15% extra off,Fri,Morning,1
1381,43,Female,140950,Suburban,Desktop,Electronics,1,3,137.53,0.55,0.09,0,Web Ads,Flash Sale,Upgrade your lifestyle with our new product,Wed,Night,0
1382,46,Male,77693,Suburban,Desktop,Electronics,18,0,3364.09,0.27,0.96,2,SMS,New Product Launch,Exclusive deal: Free shipping now,Tue,Afternoon,1
1383,38,Female,55732,Rural,Tablet,Groceries,5,0,1569.65,0.45,0.68,3,Social,Discount,Trending now: Shop the latest collection,Wed,Night,0
1384,28,Female,61646,Suburban,Mobile,Fashion,4,4,4317.81,0.43,0.7,0,Email,Discount,Upgrade your lifestyle with our new product,Tue,Evening,1
1385,57,Female,41021,Suburban,Tablet,Travel,12,9,4725.83,0.62,0.1,3,Push,New Product Launch,Exclusive early access for premium customers,Tue,Night,1
1386,28,Female,113238,Suburban,Mobile,Health & Beauty,9,8,3469.33,0.01,0.23,1,Social,Discount,Your loyalty reward: 15% extra off,Tue,Evening,1
1387,53,Male,130952,Urban,Desktop,Groceries,0,4,815.79,0.6,0.39,0,Web Ads,Discount,"Buy one, get one free on select items",Fri,Evening,1
1388,56,Male,121059,Suburban,Desktop,Fashion,17,5,2393.73,0.59,0.21,1,Email,Flash Sale,Trending now: Shop the latest collection,Fri,Afternoon,1
1389,57,Female,146404,Suburban,Mobile,Health & Beauty,13,9,2376.03,0.39,0.81,1,Web Ads,Loyalty Reward,Reward points doubled for this week only,Mon,Morning,1
1390,52,Male,72776,Suburban,Desktop,Groceries,11,8,4168.46,0.25,0.61,3,Email,Loyalty Reward,Exclusive early access for premium customers,Sun,Night,1
1391,51,Female,39116,Urban,Desktop,Travel,5,2,2357.02,0.84,0.2,3,Web Ads,Flash Sale,Reward points doubled for this week only,Fri,Afternoon,0
1392,64,Female,92009,Urban,Tablet,Travel,13,3,1729.91,0.34,0.77,4,Push,Flash Sale,Hurry! Flash sale ends tonight,Sun,Afternoon,1
1393,41,Male,132858,Suburban,Mobile,Fashion,16,1,3095.62,0.31,0.54,0,SMS,Flash Sale,Don’t miss out on this deal,Sat,Morning,1
1394,39,Male,108271,Suburban,Desktop,Fashion,6,3,3270.7,0.46,0.21,4,Web Ads,Flash Sale,Limited time offer: 20% off today!,Sun,Morning,1
1395,22,Female,119997,Suburban,Desktop,Travel,2,7,4068.74,0.28,0.84,2,Web Ads,Flash Sale,Summer collection now available,Tue,Evening,1
1396,50,Male,96620,Suburban,Mobile,Travel,16,1,4512.16,0.83,0.21,2,Social,Loyalty Reward,Exclusive deal: Free shipping now,Thu,Afternoon,1
1397,53,Female,64771,Urban,Desktop,Groceries,9,3,4460.79,0.56,0.69,3,Push,Discount,Upgrade your lifestyle with our new product,Sun,Morning,1
1398,64,Male,48756,Suburban,Mobile,Fashion,2,7,3170.95,0.75,0.4,2,Email,Loyalty Reward,Limited time offer: 20% off today!,Sat,Morning,1
1399,37,Male,102604,Urban,Mobile,Health & Beauty,15,6,2668.97,0.75,0.75,1,Social,Loyalty Reward,Your loyalty reward: 15% extra off,Mon,Night,1
1400,36,Male,114452,Rural,Tablet,Travel,5,8,4025.98,0.79,0.42,2,Push,New Product Launch,Special discount just for you,Sun,Evening,1
1401,52,Male,22919,Urban,Mobile,Health & Beauty,3,1,1603.27,0.87,0.29,4,Push,Discount,"Buy one, get one free on select items",Mon,Night,0
1402,60,Male,43550,Rural,Tablet,Fashion,19,3,3813.86,0.92,0.96,0,Social,Flash Sale,Trending now: Shop the latest collection,Sun,Afternoon,1
1403,34,Female,56524,Urban,Desktop,Fashion,8,8,2579.9,0.38,0.76,3,Email,New Product Launch,Winter clearance sale starts today,Fri,Morning,1
1404,62,Male,74606,Urban,Mobile,Electronics,6,5,705.89,0.44,0.83,0,SMS,Discount,Your loyalty reward: 15% extra off,Sat,Afternoon,1
1405,60,Male,88819,Urban,Tablet,Travel,15,8,3789.05,0.05,0.31,3,Social,New Product Launch,New arrivals in your favorite style,Tue,Night,1
1406,51,Female,90227,Suburban,Mobile,Fashion,5,8,3277.5,0.93,0.35,2,Web Ads,Flash Sale,Exclusive deal: Free shipping now,Thu,Morning,1
1407,26,Female,43212,Urban,Desktop,Fashion,11,6,503.88,0.59,0.17,2,SMS,New Product Launch,New arrivals in your favorite style,Sun,Afternoon,0
1408,43,Female,60118,Suburban,Tablet,Travel,2,6,2306.81,0.71,0.45,3,Email,New Product Launch,Winter clearance sale starts today,Fri,Evening,1
1409,19,Male,48602,Urban,Tablet,Electronics,11,7,2483.82,0.44,1.0,0,Email,Loyalty Reward,Winter clearance sale starts today,Sun,Evening,1
1410,26,Male,37540,Urban,Tablet,Electronics,19,1,3302.21,0.47,0.59,1,Social,Flash Sale,"Buy one, get one free on select items",Mon,Morning,1
1411,26,Female,55829,Rural,Desktop,Electronics,13,9,3424.59,0.54,0.72,3,Social,Flash Sale,Upgrade your lifestyle with our new product,Sat,Morning,1
1412,57,Female,76309,Urban,Tablet,Electronics,13,6,1033.58,0.8,0.74,1,SMS,Loyalty Reward,Exclusive early access for premium customers,Wed,Afternoon,1
1413,34,Female,85403,Suburban,Desktop,Groceries,8,5,265.12,0.61,0.2,4,SMS,Loyalty Reward,Limited time offer: 20% off today!,Fri,Morning,1
1414,18,Female,91455,Rural,Desktop,Travel,3,6,3990.96,0.81,0.06,3,Web Ads,Discount,Exclusive deal: Free shipping now,Sun,Evening,1
1415,42,Male,42277,Rural,Mobile,Travel,19,5,4909.81,0.22,0.12,3,Web Ads,Flash Sale,Trending now: Shop the latest collection,Mon,Evening,1
1416,60,Male,139133,Urban,Desktop,Travel,14,2,4709.37,0.21,0.72,1,Web Ads,New Product Launch,Trending now: Shop the latest collection,Mon,Morning,1
1417,57,Male,79673,Urban,Tablet,Electronics,6,4,2553.92,0.21,0.46,1,SMS,New Product Launch,"Buy one, get one free on select items",Wed,Morning,1
1418,59,Male,141124,Rural,Tablet,Electronics,19,2,2691.77,0.0,0.9,2,Push,Discount,Trending now: Shop the latest collection,Thu,Evening,1
1419,42,Male,37676,Suburban,Desktop,Fashion,18,5,4659.82,0.18,0.37,0,SMS,Flash Sale,Winter clearance sale starts today,Fri,Morning,1
1420,56,Female,62844,Urban,Desktop,Groceries,5,2,2766.32,0.12,0.1,2,Web Ads,Discount,Winter clearance sale starts today,Wed,Afternoon,0
1421,52,Male,84708,Rural,Mobile,Travel,18,1,1460.56,0.45,0.97,2,Push,Loyalty Reward,Winter clearance sale starts today,Mon,Night,0
1422,20,Female,29752,Suburban,Mobile,Groceries,6,3,3420.2,0.13,0.4,1,Web Ads,New Product Launch,Exclusive early access for premium customers,Fri,Evening,1
1423,54,Female,101548,Urban,Tablet,Travel,0,8,2438.27,0.42,0.85,3,Push,New Product Launch,Trending now: Shop the latest collection,Sat,Evening,1
1424,61,Female,94711,Rural,Desktop,Electronics,6,0,3946.5,1.0,0.05,3,Email,Loyalty Reward,Special discount just for you,Sat,Morning,1
1425,61,Male,60670,Rural,Tablet,Electronics,2,7,3938.2,0.5,0.36,1,SMS,Loyalty Reward,Upgrade your lifestyle with our new product,Sun,Night,1
1426,47,Female,87603,Urban,Desktop,Travel,5,4,4686.2,0.92,0.59,3,Email,Loyalty Reward,Exclusive early access for premium customers,Mon,Night,1
1427,55,Male,51478,Suburban,Tablet,Health & Beauty,5,1,775.32,0.7,0.52,0,Social,Discount,Hurry! Flash sale ends tonight,Wed,Morning,0
1428,51,Female,46439,Suburban,Tablet,Electronics,10,8,2654.52,0.89,0.73,4,Email,New Product Launch,Mega sale: Save big this weekend,Tue,Morning,1
1429,29,Male,54747,Rural,Tablet,Fashion,1,1,3950.72,0.63,0.88,3,Email,Discount,Winter clearance sale starts today,Tue,Night,1
1430,36,Female,136424,Suburban,Desktop,Electronics,5,2,2230.72,0.81,0.76,3,Social,New Product Launch,Don’t miss out on this deal,Tue,Evening,1
1431,54,Male,145332,Rural,Mobile,Fashion,17,0,3171.73,0.3,0.31,2,SMS,Loyalty Reward,Exclusive early access for premium customers,Tue,Night,1
1432,61,Female,49810,Urban,Mobile,Groceries,13,0,4103.46,0.37,0.97,1,Web Ads,Discount,Limited time offer: 20% off today!,Fri,Evening,0
1433,34,Female,38302,Suburban,Desktop,Electronics,11,1,2419.5,0.96,0.92,3,SMS,New Product Launch,Upgrade your lifestyle with our new product,Sat,Morning,0
1434,27,Female,86236,Urban,Mobile,Electronics,8,1,2100.58,0.27,0.63,1,Web Ads,New Product Launch,Mega sale: Save big this weekend,Tue,Night,1
1435,64,Female,84467,Rural,Tablet,Groceries,12,5,984.73,0.42,0.51,2,Social,Discount,Upgrade your lifestyle with our new product,Sat,Afternoon,1
1436,29,Male,122350,Urban,Desktop,Fashion,19,7,4140.29,0.65,0.52,0,Push,New Product Launch,Trending now: Shop the latest collection,Sat,Morning,1
1437,33,Male,54841,Suburban,Desktop,Health & Beauty,0,3,3999.32,0.39,0.74,4,Social,Discount,New arrivals in your favorite style,Tue,Afternoon,1
1438,41,Male,139349,Urban,Mobile,Fashion,7,2,3741.44,0.02,0.48,0,SMS,Discount,Upgrade your lifestyle with our new product,Fri,Afternoon,1
1439,36,Female,64713,Suburban,Mobile,Travel,8,1,2027.25,0.79,0.99,4,Push,Loyalty Reward,Upgrade your lifestyle with our new product,Wed,Morning,1
1440,25,Female,69546,Suburban,Tablet,Travel,16,0,2957.63,0.34,0.71,0,Social,Flash Sale,Exclusive early access for premium customers,Thu,Afternoon,1
1441,48,Female,144836,Suburban,Desktop,Travel,12,7,707.54,0.23,0.24,4,SMS,Loyalty Reward,Trending now: Shop the latest collection,Wed,Evening,1
1442,38,Female,23048,Suburban,Mobile,Groceries,3,6,1665.64,0.51,0.66,0,Push,Loyalty Reward,"Buy one, get one free on select items",Fri,Morning,0
1443,34,Female,138140,Suburban,Desktop,Fashion,5,1,2234.08,0.01,0.48,1,SMS,Loyalty Reward,New arrivals in your favorite style,Wed,Morning,0
1444,40,Female,53290,Rural,Tablet,Electronics,12,6,313.34,0.86,0.16,4,Social,Discount,Summer collection now available,Tue,Night,0
1445,54,Male,78906,Urban,Tablet,Travel,16,5,607.58,0.26,0.52,1,Email,Discount,Winter clearance sale starts today,Tue,Night,1
1446,33,Male,96637,Rural,Tablet,Fashion,18,7,4165.65,0.92,0.86,2,Email,Loyalty Reward,"Buy one, get one free on select items",Fri,Night,1
1447,23,Male,49778,Urban,Desktop,Electronics,7,5,4858.9,0.68,0.02,3,Social,Discount,"Buy one, get one free on select items",Thu,Afternoon,1
1448,25,Male,47425,Urban,Desktop,Fashion,16,3,1677.75,0.55,0.85,2,Web Ads,Loyalty Reward,Hurry! Flash sale ends tonight,Tue,Morning,0
1449,42,Male,127045,Urban,Desktop,Groceries,16,7,623.03,0.81,0.69,2,SMS,New Product Launch,Special discount just for you,Thu,Night,1
1450,35,Male,103388,Rural,Desktop,Travel,14,0,4683.42,0.99,0.73,4,Social,Loyalty Reward,Special discount just for you,Tue,Afternoon,1
1451,42,Male,140918,Suburban,Desktop,Health & Beauty,0,9,4580.13,0.25,0.89,4,Email,New Product Launch,Winter clearance sale starts today,Fri,Evening,1
1452,29,Male,110036,Suburban,Tablet,Travel,1,0,3307.83,0.36,0.94,2,SMS,Flash Sale,"Buy one, get one free on select items",Mon,Night,1
1453,32,Female,78176,Rural,Tablet,Travel,19,3,1759.09,0.48,0.3,0,Web Ads,New Product Launch,"Buy one, get one free on select items",Mon,Night,1
1454,43,Female,32674,Suburban,Tablet,Groceries,9,0,651.59,0.54,0.92,3,Email,Discount,New arrivals in your favorite style,Thu,Night,0
1455,58,Female,82402,Urban,Mobile,Electronics,15,4,4703.52,0.55,0.22,1,Push,Loyalty Reward,Upgrade your lifestyle with our new product,Fri,Night,1
1456,62,Female,108731,Suburban,Tablet,Travel,3,8,4609.86,0.55,0.14,1,Web Ads,New Product Launch,Upgrade your lifestyle with our new product,Mon,Evening,1
1457,43,Female,136109,Suburban,Desktop,Electronics,7,8,3741.69,0.83,0.55,0,SMS,Loyalty Reward,Exclusive early access for premium customers,Thu,Morning,1
1458,64,Female,109907,Suburban,Tablet,Electronics,15,8,4676.04,0.4,0.93,3,Email,New Product Launch,Exclusive deal: Free shipping now,Tue,Night,1
1459,49,Female,53053,Urban,Mobile,Groceries,6,5,784.83,0.01,0.05,0,SMS,Discount,Limited time offer: 20% off today!,Tue,Morning,0
1460,27,Male,137433,Suburban,Mobile,Travel,4,0,635.32,0.88,0.53,1,Email,Discount,Limited time offer: 20% off today!,Wed,Evening,1
1461,33,Male,31957,Suburban,Mobile,Groceries,7,9,1041.0,0.66,0.68,0,Email,Discount,Trending now: Shop the latest collection,Sun,Afternoon,1
1462,24,Female,92644,Suburban,Mobile,Groceries,2,4,1155.91,0.19,0.75,4,Push,Flash Sale,Hurry! Flash sale ends tonight,Fri,Morning,1
1463,34,Male,73616,Rural,Mobile,Health & Beauty,2,9,4153.13,0.03,0.5,1,Push,New Product Launch,Summer collection now available,Sat,Morning,1
1464,40,Male,133294,Rural,Desktop,Groceries,17,1,4616.5,0.32,0.57,4,Email,Loyalty Reward,Special discount just for you,Mon,Morning,1
1465,43,Male,37829,Suburban,Tablet,Health & Beauty,3,0,1156.39,0.12,0.45,3,Push,Discount,Reward points doubled for this week only,Sun,Morning,0
1466,38,Male,25837,Rural,Desktop,Electronics,3,4,2367.2,0.9,0.72,4,Push,New Product Launch,Trending now: Shop the latest collection,Tue,Night,0
1467,39,Male,84141,Rural,Desktop,Electronics,14,4,2326.98,0.28,0.38,0,Web Ads,Loyalty Reward,Reward points doubled for this week only,Mon,Afternoon,1
1468,24,Female,35032,Urban,Mobile,Fashion,14,0,971.56,0.71,0.28,3,Push,Flash Sale,Don’t miss out on this deal,Thu,Night,0
1469,31,Male,119770,Rural,Tablet,Fashion,3,6,4281.4,0.66,0.26,2,Web Ads,New Product Launch,Reward points doubled for this week only,Mon,Evening,1
1470,32,Female,46352,Rural,Tablet,Electronics,1,2,2660.21,0.71,0.65,3,Social,Loyalty Reward,Mega sale: Save big this weekend,Thu,Afternoon,0
1471,24,Female,50215,Suburban,Tablet,Travel,2,5,2874.57,0.53,0.92,2,Web Ads,New Product Launch,Hurry! Flash sale ends tonight,Fri,Night,0
1472,26,Female,76319,Urban,Mobile,Fashion,9,1,1366.3,0.73,0.27,2,Web Ads,New Product Launch,Reward points doubled for this week only,Wed,Evening,0
1473,25,Male,146535,Urban,Desktop,Groceries,0,8,2839.88,0.51,0.25,3,Email,New Product Launch,Mega sale: Save big this weekend,Sat,Evening,1
1474,40,Female,94642,Urban,Tablet,Fashion,17,1,3983.45,0.38,0.72,2,Social,Discount,New arrivals in your favorite style,Sat,Evening,1
1475,46,Female,61247,Rural,Desktop,Electronics,4,1,1594.16,0.86,0.01,4,Social,New Product Launch,"Buy one, get one free on select items",Tue,Evening,0
1476,35,Female,114302,Suburban,Tablet,Travel,8,0,655.15,0.46,0.83,4,SMS,New Product Launch,Exclusive deal: Free shipping now,Tue,Afternoon,1
1477,48,Female,149692,Urban,Tablet,Electronics,19,0,2961.8,0.57,0.38,3,Social,Loyalty Reward,"Buy one, get one free on select items",Tue,Night,1
